 ,Label,Area,Mean,Min,Max,Perim.,Major,Minor,Angle
963,,361.413,255,255,255,68.200,23.593,19.504,90.745
964,,273.264,255,255,255,57.342,21.852,15.922,0.000
965,,379.043,255,255,255,68.200,23.182,20.818,86.554
966,,405.488,255,255,255,71.678,24.377,21.179,64.448
967,,546.528,255,255,255,87.753,32.515,21.401,17.415
968,,176.299,255,255,255,45.466,15.265,14.705,45.003
969,,255.634,255,255,255,55.603,19.618,16.591,49.816
970,,599.417,255,255,255,86.734,28.496,26.783,109.846
971,,396.673,255,255,255,68.200,24.633,20.503,161.477
972,,458.378,255,255,255,75.877,25.264,23.101,117.409
973,,264.449,255,255,255,58.063,19.895,16.924,91.425
974,,220.374,255,255,255,53.864,19.202,14.612,39.848
975,,766.902,255,255,255,100.349,33.247,29.369,86.014
976,,396.673,255,255,255,69.939,23.534,21.461,84.713
977,,493.638,255,255,255,80.076,26.140,24.044,98.488
978,,255.634,255,255,255,55.603,18.716,17.391,60.650
979,,458.378,255,255,255,80.076,29.061,20.083,49.984
980,,317.339,255,255,255,61.541,21.888,18.460,72.971
981,,520.083,255,255,255,84.274,28.111,23.556,42.563
982,,334.969,255,255,255,64.001,22.565,18.900,28.349
983,,370.228,255,255,255,69.939,22.599,20.859,172.675
984,,264.449,255,255,255,57.342,19.307,17.440,67.545
985,,334.969,255,255,255,65.740,23.147,18.425,103.756
986,,167.484,255,255,255,44.746,16.478,12.942,12.821
987,,387.858,255,255,255,69.939,24.056,20.529,87.089
988,,502.453,255,255,255,84.274,31.712,20.173,65.335
989,,537.713,255,255,255,82.535,26.999,25.358,7.343
990,,775.717,255,255,255,112.225,42.823,23.064,84.988
991,,334.969,255,255,255,65.740,24.421,17.465,90.000
992,,238.004,255,255,255,53.144,19.152,15.823,77.508
993,,431.933,255,255,255,80.076,27.772,19.802,52.467
994,,467.193,255,255,255,74.138,25.050,23.746,31.996
995,,141.039,255,255,255,40.547,13.401,13.401,0.000
996,,176.299,255,255,255,45.466,15.591,14.398,116.565
997,,352.598,255,255,255,67.479,24.427,18.379,79.597
998,,467.193,255,255,255,78.336,27.048,21.992,41.332
999,,502.453,255,255,255,80.076,26.877,23.803,174.394
1000,,290.894,255,255,255,59.802,19.914,18.599,98.130
1001,,484.823,255,255,255,77.616,27.992,22.053,90.000
1002,,405.488,255,255,255,73.417,26.908,19.187,91.017
1003,,273.264,255,255,255,57.342,19.184,18.136,30.964
1004,,149.854,255,255,255,41.268,15.525,12.290,15.172
1005,,246.819,255,255,255,53.864,18.917,16.613,138.397
1006,,572.972,255,255,255,90.212,30.822,23.669,33.334
1007,,476.008,255,255,255,78.336,25.944,23.361,91.599
1008,,334.969,255,255,255,65.020,22.372,19.064,109.342
1009,,299.709,255,255,255,62.262,20.202,18.889,31.543
1010,,520.083,255,255,255,84.274,29.625,22.353,87.833
1011,,458.378,255,255,255,75.877,24.808,23.526,48.405
1012,,326.154,255,255,255,63.280,21.923,18.942,84.022
1013,,423.118,255,255,255,75.877,24.670,21.838,51.597
1014,,467.193,255,255,255,75.877,27.376,21.728,45.001
1015,,634.677,255,255,255,92.672,30.843,26.201,66.438
1016,,502.453,255,255,255,80.796,25.878,24.722,157.647
1017,,246.819,255,255,255,53.864,18.523,16.966,180.000
1018,,334.969,255,255,255,65.740,21.714,19.641,26.915
1019,,193.929,255,255,255,47.206,16.491,14.973,45.000
1020,,476.008,255,255,255,80.076,27.800,21.801,90.000
1021,,449.563,255,255,255,77.616,28.917,19.795,62.552
1022,,343.783,255,255,255,67.479,24.156,18.120,94.277
1023,,520.083,255,255,255,81.815,28.261,23.431,104.708
1024,,317.339,255,255,255,61.541,21.888,18.460,107.029
1025,,581.787,255,255,255,86.014,27.556,26.882,163.968
1026,,185.114,255,255,255,45.466,15.352,15.352,0.000
1027,,423.118,255,255,255,73.417,24.983,21.564,16.461
1028,,352.598,255,255,255,67.479,22.395,20.047,74.290
1029,,334.969,255,255,255,63.280,22.231,19.185,90.000
1030,,423.118,255,255,255,74.138,24.634,21.869,117.330
1031,,379.043,255,255,255,69.939,23.545,20.497,149.282
1032,,608.232,255,255,255,88.473,30.304,25.555,147.081
1033,,484.823,255,255,255,78.336,25.462,24.244,119.859
1034,,581.787,255,255,255,84.274,28.042,26.416,5.742
1035,,405.488,255,255,255,73.417,25.580,20.183,105.055
1036,,123.409,255,255,255,37.069,13.293,11.821,180.000
1037,,387.858,255,255,255,70.958,25.938,19.039,8.740
1038,,537.713,255,255,255,96.871,37.501,18.256,20.281
1039,,581.787,255,255,255,86.014,28.135,26.329,59.661
1040,,484.823,255,255,255,78.336,25.844,23.886,99.660
1041,,423.118,255,255,255,74.138,24.394,22.085,30.967
1042,,255.634,255,255,255,55.603,21.141,15.396,9.969
1043,,705.197,255,255,255,105.268,42.039,21.358,39.135
1044,,458.378,255,255,255,75.877,25.444,22.938,49.152
1045,,343.783,255,255,255,65.740,23.696,18.472,52.466
1046,,370.228,255,255,255,68.200,23.459,20.094,127.997
1047,,423.118,255,255,255,72.398,24.574,21.923,53.983
1048,,361.413,255,255,255,67.479,24.614,18.695,13.217
1049,,238.004,255,255,255,53.864,17.801,17.023,114.444
1050,,528.898,255,255,255,89.492,34.318,19.623,79.569
1051,,511.268,255,255,255,81.815,27.086,24.033,74.159
1052,,246.819,255,255,255,55.603,18.917,16.613,41.603
1053,,176.299,255,255,255,45.466,15.591,14.398,26.565
1054,,740.457,255,255,255,107.008,42.162,22.361,36.582
1055,,440.748,255,255,255,74.138,25.636,21.890,134.318
1056,,282.079,255,255,255,61.541,19.404,18.509,88.684
1057,,396.673,255,255,255,69.939,23.671,21.336,162.617
1058,,502.453,255,255,255,80.076,26.520,24.123,80.080
1059,,193.929,255,255,255,47.206,16.491,14.973,45.000
1060,,467.193,255,255,255,78.336,27.318,21.775,66.863
1061,,246.819,255,255,255,55.603,18.962,16.573,21.748
1062,,572.972,255,255,255,86.014,30.248,24.118,97.695
1063,,396.673,255,255,255,69.218,22.474,22.474,0.000
1064,,520.083,255,255,255,81.815,29.140,22.724,62.486
1065,,476.008,255,255,255,78.336,26.650,22.742,64.234
1066,,414.303,255,255,255,74.138,23.853,22.115,20.543
1067,,537.713,255,255,255,84.274,26.344,25.989,59.205
1068,,238.004,255,255,255,53.864,18.188,16.662,98.001
1069,,185.114,255,255,255,47.926,16.020,14.713,41.973
1070,,599.417,255,255,255,89.492,31.669,24.099,10.171
1071,,379.043,255,255,255,67.479,22.912,21.064,135.000
1072,,555.343,255,255,255,86.014,30.518,23.169,82.549
1073,,387.858,255,255,255,69.939,24.060,20.525,92.209
1074,,546.528,255,255,255,84.274,27.721,25.102,79.102
1075,,361.413,255,255,255,68.200,22.652,20.314,101.721
1076,,634.677,255,255,255,91.952,32.856,24.595,75.818
1077,,282.079,255,255,255,57.342,18.951,18.951,0.000
1078,,238.004,255,255,255,53.864,17.911,16.919,56.477
1079,,458.378,255,255,255,77.616,26.628,21.917,39.468
1080,,546.528,255,255,255,86.014,28.841,24.127,120.167
1081,,343.783,255,255,255,65.740,21.691,20.179,144.788
1082,,493.638,255,255,255,80.076,29.280,21.466,85.707
1083,,308.524,255,255,255,61.541,21.487,18.282,98.626
